s_label	Genus	Species	subspecies	Strain	Accn_n	gss_label	lifestyle	Fermentation_type	which_sequence	seq_abbr	group_16S	group_color	outgroup
Ligilactobacillus_agilis	Ligilactobacillus	agilis	NA	JCM_1187	AB596945	Ligilactobacillus agilis	Unknown	HO	LPSN	Ligila_agi_JCM_1187	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_animalis	Ligilactobacillus	animalis	NA	JCM_5670	AB289042	Ligilactobacillus animalis	Vertebrate	HO	refseq	Ligila_ani_JCM_5670	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_apodemi	Ligilactobacillus	apodemi	NA	DSM_16634	AB370874	Ligilactobacillus apodemi	Vertebrate	HO	LPSN	Ligila_apo_DSM_16634	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_araffinosus	Ligilactobacillus	araffinosus	NA	JCM_5667	AB289043	Ligilactobacillus araffinosus	Vertebrate	HO	refseq	Ligila_ara_JCM_5667	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_aviarius	Ligilactobacillus	aviarius	NA	JCM_5666	AB289044	Ligilactobacillus aviarius	Vertebrate	HO	refseq	Ligila_avi_JCM_5666	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_ceti	Ligilactobacillus	ceti	NA	strain_142-2	AM292799	Ligilactobacillus ceti	Vertebrate	HO	LPSN	Ligila_cetistrain_142-2	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_equi	Ligilactobacillus	equi	NA	JCM_10991	AB289099	Ligilactobacillus equi	Vertebrate	HO	refseq	Ligila_equiJCM_10991	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_faecis	Ligilactobacillus	faecis	NA	AFL13-2	AB559566	Ligilactobacillus faecis	Vertebrate	HO	refseq	Ligila_fae_AFL13-2	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_hayakitensis	Ligilactobacillus	hayakitensis	NA	KBL13	AB267406	Ligilactobacillus hayakitensis	Vertebrate	HO	LPSN	Ligila_hay_KBL13	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_murinus	Ligilactobacillus	murinus	NA	JCM_1717	AB289205	Ligilactobacillus murinus	Vertebrate	HO	refseq	Ligila_mur_JCM_1717	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_pobuzihii	Ligilactobacillus	pobuzihii	NA	NBRC_103219	AB326358	Ligilactobacillus pobuzihii	Unknown	HO	LPSN	Ligila_pob_NBRC_103219	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_ruminis	Ligilactobacillus	ruminis	NA	JCM_1152	AB289286	Ligilactobacillus ruminis	Vertebrate	HO	refseq	Ligila_rum_JCM_1152	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_saerimneri	Ligilactobacillus	saerimneri	NA	GDA154	AY255802	Ligilactobacillus saerimneri	Vertebrate	HO	LPSN	Ligila_sae_GDA154	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_salitolerans	Ligilactobacillus	salitolerans	NA	YK43	LC127508	Ligilactobacillus salitolerans	Unknown	HO	LPSN	Ligila_sal_YK43	10	#c17eea	Lactob_del_bul_DSM20081(T)
Ligilactobacillus_salivarius	Ligilactobacillus	salivarius	NA	DSMZ_20555	EF468102	Ligilactobacillus salivarius	Vertebrate	HO	refseq	Ligila_sal_DSMZ_20555	10	#c17eea	Lactob_del_bul_DSM20081(T)
Limosilactobacillus_agrestis	Limosilactobacillus	agrestis	NA	WF-MT5-A	MT823179	Limosilactobacillus agrestis	NA	HE	LPSN	Limosi_agr_WF-MT5-A	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_albertensis	Limosilactobacillus	albertensis	NA	Lr3000	MT823181	Limosilactobacillus albertensis	NA	HE	LPSN	Limosi_alb_Lr3000	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_alvi	Limosilactobacillus	alvi	NA	R54	HQ718585	Limosilactobacillus alvi	Vertebrate	HE	LPSN	Limosi_alviR54	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_antri	Limosilactobacillus	antri	NA	Kx146A4	AY253659	Limosilactobacillus antri	Vertebrate	HE	LPSN	Limosi_ant_Kx146A4	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_balticus	Limosilactobacillus	balticus	NA	BG-AF3-A	MT823145	Limosilactobacillus balticus	NA	HE	LPSN	Limosi_bal_BG-AF3-A	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_caccae	Limosilactobacillus	caccae	NA	Marseille-P3519	LT671596	Limosilactobacillus caccae	NA	HE	LPSN	Limosi_cac_Marseille-P3519	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_caviae	Limosilactobacillus	caviae	NA	CCM_8609	MT760224	Limosilactobacillus caviae	Vertebrate	HE	refseq	Limosi_cav_CCM_8609	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_coleohominis	Limosilactobacillus	coleohominis	NA	JCM_11550	AB289060	Limosilactobacillus coleohominis	Vertebrate	HE	refseq	Limosi_col_JCM_11550	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_equigenerosi	Limosilactobacillus	equigenerosi	NA	NRIC_0697	AB288050	Limosilactobacillus equigenerosi	Vertebrate	HE	LPSN	Limosi_equ_NRIC_0697	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_fastidiosus	Limosilactobacillus	fastidiosus	NA	WF-MO7-1	MT823190	Limosilactobacillus fastidiosus	NA	HE	LPSN	Limosi_fas_WF-MO7-1	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_fermentum	Limosilactobacillus	fermentum	NA	strain_ATCC_14931	AB017345	Limosilactobacillus fermentum	Unknown	HE	refseq	Limosi_fer_strain_ATCC_14931	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_frumenti	Limosilactobacillus	frumenti	NA	JCM_11122	AB289119	Limosilactobacillus frumenti	Vertebrate	HE	refseq	Limosi_fru_JCM_11122	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_gastricus	Limosilactobacillus	gastricus	NA	strain_Kx156A7	AY253658	Limosilactobacillus gastricus	Vertebrate	HE	LPSN	Limosi_gas_strain_Kx156A7	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_gorillae	Limosilactobacillus	gorillae	NA	KZ01	AB904716	Limosilactobacillus gorillae	Vertebrate	HE	LPSN	Limosi_gor_KZ01	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_ingluviei	Limosilactobacillus	ingluviei	NA	JCM_12531	AB289169	Limosilactobacillus ingluviei	Vertebrate	HE	refseq	Limosi_ing_JCM_12531	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_mucosae	Limosilactobacillus	mucosae	NA	JCM_12515	AB289204	Limosilactobacillus mucosae	Vertebrate	HE	refseq	Limosi_muc_JCM_12515	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_oris	Limosilactobacillus	oris	NA	JCM_11028	AB289207	Limosilactobacillus oris	Vertebrate	HE	refseq	Limosi_orisJCM_11028	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_panis	Limosilactobacillus	panis	NA	JCM_11053	AB289208	Limosilactobacillus panis	Vertebrate	HE	refseq	Limosi_pan_JCM_11053	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_pontis	Limosilactobacillus	pontis	NA	JCM_11051	AB289267	Limosilactobacillus pontis	Vertebrate	HE	refseq	Limosi_pon_JCM_11051	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_portuensis	Limosilactobacillus	portuensis	NA	c11Ua_112_M	MW016036	Limosilactobacillus portuensis	NA	HE	LPSN	Limosi_por_c11Ua_112_M	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_reuteri	Limosilactobacillus	reuteri	NA	JCM_1112	AB017358	Limosilactobacillus reuteri	Vertebrate	HE	refseq	Limosi_reu_JCM_1112	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_reuteri_subsp._kinnaridis	Limosilactobacillus	reuteri	kinnaridis	AP3	MT823192	Limosilactobacillus reuteri kinnaridis	NA	HE	LPSN	Limosi_reu_kin_AP3	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_reuteri_subsp._murium	Limosilactobacillus	reuteri	murium	lpuph1	MW367781	Limosilactobacillus reuteri murium	NA	HE	LPSN	Limosi_reu_mur_lpuph1	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_reuteri_subsp._porcinus	Limosilactobacillus	reuteri	porcinus	3c6	MW367860	Limosilactobacillus reuteri porcinus	NA	HE	LPSN	Limosi_reu_por_3c6	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_reuteri_subsp._rodentium	Limosilactobacillus	reuteri	rodentium	100-23	MW367780	Limosilactobacillus reuteri rodentium	NA	HE	LPSN	Limosi_reu_rod_100-23	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_reuteri_subsp._suis	Limosilactobacillus	reuteri	suis	ATCC_53608	MW367845	Limosilactobacillus reuteri suis	NA	HE	LPSN	Limosi_reu_suisATCC_53608	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_rudii	Limosilactobacillus	rudii	NA	STM3_1	MT823182	Limosilactobacillus rudii	NA	HE	LPSN	Limosi_rud_STM3_1	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_secaliphilus	Limosilactobacillus	secaliphilus	NA	TMW_1.1309	AM279150	Limosilactobacillus secaliphilus	Vertebrate	HE	LPSN	Limosi_sec_TMW_1.1309	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_urinaemulieris	Limosilactobacillus	urinaemulieris	NA	c9Ua_26_M	MW016377	Limosilactobacillus urinaemulieris	NA	HE	LPSN	Limosi_uri_c9Ua_26_M	3	#B20000	Lactip_pla_pla_DSMZ_20174
Limosilactobacillus_vaginalis	Limosilactobacillus	vaginalis	NA	JCM_9505	AB289311	Limosilactobacillus vaginalis	Vertebrate	HE	refseq	Limosi_vag_JCM_9505	3	#B20000	Lactip_pla_pla_DSMZ_20174
Liquorilactobacillus_aquaticus	Liquorilactobacillus	aquaticus	NA	strain_IMCC_1736	DQ664203	Liquorilactobacillus aquaticus	Free Living	HO	LPSN	Liquor_aqu_strain_IMCC_1736	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_cacaonum	Liquorilactobacillus	cacaonum	NA	LMG_24285	AM905389	Liquorilactobacillus cacaonum	Free Living	HO	LPSN	Liquor_cac_LMG_24285	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_capillatus	Liquorilactobacillus	capillatus	NA	YIT_11306	AB365976	Liquorilactobacillus capillatus	Free Living	HO	LPSN	Liquor_cap_YIT_11306	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_ghanensis	Liquorilactobacillus	ghanensis	NA	L489	DQ523489	Liquorilactobacillus ghanensis	Free Living	HO	LPSN	Liquor_gha_L489	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_hordei	Liquorilactobacillus	hordei	NA	UCC128	EU074850	Liquorilactobacillus hordei	Free Living	HO	LPSN	Liquor_hor_UCC128	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_mali	Liquorilactobacillus	mali	NA	JCM_1116	AB289195	Liquorilactobacillus mali	Free Living	HO	refseq	Liquor_maliJCM_1116	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_nagelii	Liquorilactobacillus	nagelii	NA	JCM_12492	AB289206	Liquorilactobacillus nagelii	Free Living	HO	refseq	Liquor_nag_JCM_12492	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_oeni	Liquorilactobacillus	oeni	NA	strain_59b	AY681127	Liquorilactobacillus oeni	Free Living	HO	LPSN	Liquor_oenistrain_59b	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_satsumensis	Liquorilactobacillus	satsumensis	NA	JCM_12392	AB289300	Liquorilactobacillus satsumensis	Free Living	HO	refseq	Liquor_sat_JCM_12392	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_sicerae	Liquorilactobacillus	sicerae	NA	CECT_8227	HG794492	Liquorilactobacillus sicerae	Free Living	HO	LPSN	Liquor_sic_CECT_8227	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_sucicola	Liquorilactobacillus	sucicola	NA	NRIC_0736	AB433982	Liquorilactobacillus sucicola	Free Living	HO	LPSN	Liquor_suc_NRIC_0736	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_uvarum	Liquorilactobacillus	uvarum	NA	strain_8	KF688206	Liquorilactobacillus uvarum	Free Living	HO	refseq	Liquor_uva_strain_8	10	#250066	Lactob_del_bul_DSM20081(T)
Liquorilactobacillus_vini	Liquorilactobacillus	vini	NA	CECT_5924	AJ576009	Liquorilactobacillus vini	Free Living	HO	LPSN	Liquor_viniCECT_5924	10	#250066	Lactob_del_bul_DSM20081(T)
Loigolactobacillus_backii	Loigolactobacillus	backii	NA	JCM_18665	AB779648	Loigolactobacillus backii	Unknown	HO	LPSN	Loigol_bac_JCM_18665	7	#CCCC0A	Lactip_pla_pla_DSMZ_20174
Loigolactobacillus_bifermentans	Loigolactobacillus	bifermentans	NA	JCM_1094	AB289045	Loigolactobacillus bifermentans	Unknown	HO	refseq	Loigol_bif_JCM_1094	7	#CCCC0A	Lactip_pla_pla_DSMZ_20174
Loigolactobacillus_binensis	Loigolactobacillus	binensis	NA	735-2	LC438524	Loigolactobacillus binensis	Unknown	HO	LPSN	Loigol_bin_735-2	7	#CCCC0A	Lactip_pla_pla_DSMZ_20174
Loigolactobacillus_coryniformis_subsp._coryniformis	Loigolactobacillus	coryniformis	coryniformis	JCM_1164	AB289063	Lactobacillus	Unknown	HO	genbank	Loigol_cor_cor_JCM_1164	7	#CCCC0A	Lactip_pla_pla_DSMZ_20174
Loigolactobacillus_coryniformis_subsp._torquens	Loigolactobacillus	coryniformis	torquens	JCM_1166	AB289065	Loigolactobacillus coryniformis torquens	Unknown	HO	refseq	Loigol_cor_tor_JCM_1166	7	#CCCC0A	Lactip_pla_pla_DSMZ_20174
Loigolactobacillus_iwatensis	Loigolactobacillus	iwatensis	NA	strain_IWT246	AB773428	Loigolactobacillus iwatensis	Unknown	HO	LPSN	Loigol_iwa_strain_IWT246	7	#CCCC0A	Lactip_pla_pla_DSMZ_20174
Loigolactobacillus_jiayinensis	Loigolactobacillus	jiayinensis	NA	257-1	MK110846	Loigolactobacillus jiayinensis	Unknown	HO	LPSN	Loigol_jia_257-1	7	#CCCC0A	Lactip_pla_pla_DSMZ_20174
Loigolactobacillus_rennini	Loigolactobacillus	rennini	NA	CECT_5922	AJ576007	Loigolactobacillus rennini	Unknown	HO	LPSN	Loigol_ren_CECT_5922	7	#CCCC0A	Lactip_pla_pla_DSMZ_20174
Loigolactobacillus_zhaoyuanensis	Loigolactobacillus	zhaoyuanensis	NA	187-3	MK110851	Loigolactobacillus zhaoyuanensis	Unknown	HO	LPSN	Loigol_zha_187-3	7	#CCCC0A	Lactip_pla_pla_DSMZ_20174
Nicolia_spurrieriana	Nicolia	spurrieriana	NA	SGEP1_A5	OM986479	Nicolia spurrieriana	Insect	HE	LPSN	Nicol_spu_SGEP1_A5	3	#CC5404	Lactip_pla_pla_DSMZ_20174
Oenococcus_alcoholitolerans	Oenococcus	alcoholitolerans	NA	UFRJ-M7.2.18	HQ009794	Oenococcus alcoholitolerans	NA	HE	LPSN	Oenoco_alc_UFRJ-M7.2.18	12	#224af9	Periwe_gha_LMG_24286
Oenococcus_kitaharae	Oenococcus	kitaharae	NA	NRIC_0645	AB221475	Oenococcus kitaharae	NA	HE	LPSN	Oenoco_kit_NRIC_0645	12	#224af9	Periwe_gha_LMG_24286
Oenococcus_oeni	Oenococcus	oeni	NA	NCDO_1674	X95980	Oenococcus oeni	NA	HE	refseq	Oenoco_oeniNCDO_1674	12	#224af9	Periwe_gha_LMG_24286
Oenococcus_sicerae	Oenococcus	sicerae	NA	UCMA_15228	MH384882	Oenococcus sicerae	NA	HE	LPSN	Oenoco_sic_UCMA_15228	12	#224af9	Periwe_gha_LMG_24286
Paralactobacillus_selangorensis	Paralactobacillus	selangorensis	NA	LMG_17710	AF049745	Paralactobacillus selangorensis	Unknown	HO	refseq	Parala_sel_LMG_17710	11	#000000	Lactob_del_bul_DSM20081(T)
Paucilactobacillus_hokkaidonensis	Paucilactobacillus	hokkaidonensis	NA	LOOC260	AB721549	Paucilactobacillus hokkaidonensis	Free Living	HE	LPSN	Paucil_hok_LOOC260	3	#FF0000	Lactip_pla_pla_DSMZ_20174
Paucilactobacillus_kaifaensis	Paucilactobacillus	kaifaensis	NA	778-3	LC438525	Paucilactobacillus kaifaensis	Free Living	HE	LPSN	Paucil_kai_778-3	3	#FF0000	Lactip_pla_pla_DSMZ_20174
Paucilactobacillus_nenjiangensis	Paucilactobacillus	nenjiangensis	NA	11102	HF679039	Paucilactobacillus nenjiangensis	Free Living	HE	LPSN	Paucil_nen_11102	3	#FF0000	Lactip_pla_pla_DSMZ_20174
Paucilactobacillus_oligofermentans	Paucilactobacillus	oligofermentans	NA	AMKR18	AY733084	Paucilactobacillus oligofermentans	Free Living	HE	LPSN	Paucil_oli_AMKR18	3	#FF0000	Lactip_pla_pla_DSMZ_20174
Paucilactobacillus_suebicus	Paucilactobacillus	suebicus	NA	JCM_9504	AB289309	Paucilactobacillus suebicus	Free Living	HE	refseq	Paucil_sue_JCM_9504	3	#FF0000	Lactip_pla_pla_DSMZ_20174
Paucilactobacillus_vaccinostercus	Paucilactobacillus	vaccinostercus	NA	DSM_20634	AJ417735	Paucilactobacillus vaccinostercus	Free Living	HE	refseq	Paucil_vac_DSM_20634	3	#FF0000	Lactip_pla_pla_DSMZ_20174
Paucilactobacillus_wasatchensis	Paucilactobacillus	wasatchensis	NA	WDC04	AWTT01000084	Paucilactobacillus wasatchensis	Free Living	HE	LPSN	Paucil_was_WDC04	3	#FF0000	Lactip_pla_pla_DSMZ_20174
Pediococcus_acidilactici	Pediococcus	acidilactici	NA	DSMZ_20284	AJ249535	Pediococcus acidilactici	NA	HO	refseq	Pedioc_aci_DSMZ_20284	5	#A63603	Lactip_pla_pla_DSMZ_20174
Pediococcus_argentinicus	Pediococcus	argentinicus	NA	LMG_23999	AM709786	Pediococcus argentinicus	NA	HO	LPSN	Pedioc_arg_LMG_23999	5	#A63603	Lactip_pla_pla_DSMZ_20174
Pediococcus_cellicola	Pediococcus	cellicola	NA	JCM_14152	LC258134	Pediococcus cellicola	NA	HO	LPSN	Pedioc_cel_JCM_14152	5	#A63603	Lactip_pla_pla_DSMZ_20174
Pediococcus_claussenii	Pediococcus	claussenii	NA	DSM_14800	AJ621555	Pediococcus claussenii	NA	HO	LPSN	Pedioc_cla_DSM_14800	5	#A63603	Lactip_pla_pla_DSMZ_20174
Pediococcus_damnosus	Pediococcus	damnosus	NA	ATCC_29358	AF404721	Pediococcus damnosus	NA	HO	refseq	Pedioc_dam_ATCC_29358	5	#A63603	Lactip_pla_pla_DSMZ_20174
Pediococcus_ethanolidurans	Pediococcus	ethanolidurans	NA	Z-9	AY956789	Pediococcus ethanolidurans	NA	HO	LPSN	Pedioc_eth_Z-9	5	#A63603	Lactip_pla_pla_DSMZ_20174
Pediococcus_inopinatus	Pediococcus	inopinatus	NA	ATCC_49902	AF404741	Pediococcus inopinatus	NA	HO	refseq	Pedioc_ino_ATCC_49902	5	#A63603	Lactip_pla_pla_DSMZ_20174
Pediococcus_parvulus	Pediococcus	parvulus	NA	JCM_5889	MT760651	Pediococcus parvulus	NA	HO	refseq	Pedioc_par_JCM_5889	5	#A63603	Lactip_pla_pla_DSMZ_20174
Pediococcus_pentosaceus	Pediococcus	pentosaceus	NA	ATCC_33314	AF404733	Pediococcus pentosaceus	NA	HO	refseq	Pedioc_pen_ATCC_33314	5	#A63603	Lactip_pla_pla_DSMZ_20174
Pediococcus_siamensis	Pediococcus	siamensis	NA	MCH3-2	AB258357	Pediococcus siamensis	NA	HO	LPSN	Pedioc_sia_MCH3-2	5	#A63603	Lactip_pla_pla_DSMZ_20174
Pediococcus_stilesii	Pediococcus	stilesii	NA	LMG_23082	AJ973157	Pediococcus stilesii	NA	HO	LPSN	Pedioc_sti_LMG_23082	5	#A63603	Lactip_pla_pla_DSMZ_20174
Periweissella_beninensis	Periweissella	beninensis	NA	2L24P13	EU439435	Periweissella beninensis	NA	HE	LPSN	Periwe_ben_2L24P13	12	#29a0f4	Leucon_mes_ATCC_8293
Periweissella_cryptocerci	Periweissella	cryptocerci	NA	26KH-42	MK395366	Periweissella cryptocerci	NA	HE	LPSN	Periwe_cry_26KH-42	12	#29a0f4	Leucon_mes_ATCC_8293
Periweissella_fabalis	Periweissella	fabalis	NA	LMG_26217	HE576795	Periweissella fabalis	NA	HE	LPSN	Periwe_fab_LMG_26217	12	#29a0f4	Leucon_mes_ATCC_8293
Periweissella_fabaria	Periweissella	fabaria	NA	257	FM179678	Periweissella fabaria	NA	HE	LPSN	Periwe_fab_257	12	#29a0f4	Leucon_mes_ATCC_8293
Periweissella_ghanensis	Periweissella	ghanensis	NA	LMG_24286	AM882997	Periweissella ghanensis	NA	HE	LPSN	Periwe_gha_LMG_24286	12	#29a0f4	Leucon_mes_ATCC_8293
Schleiferilactobacillus_harbinensis	Schleiferilactobacillus	harbinensis	NA	NBRC_100982	AB681318	Schleiferilactobacillus harbinensis	Free Living	HO	LPSN	Schlei_har_NBRC_100982	9	#003314	Lactob_del_bul_DSM20081(T)
Schleiferilactobacillus_perolens	Schleiferilactobacillus	perolens	NA	JCM_12534	AB289249	Schleiferilactobacillus perolens	Free Living	HO	refseq	Schlei_per_JCM_12534	9	#003314	Lactob_del_bul_DSM20081(T)
Schleiferilactobacillus_shenzhenensis	Schleiferilactobacillus	shenzhenensis	NA	KACC_16878	JX523627	Schleiferilactobacillus shenzhenensis	Free Living	HO	LPSN	Schlei_she_KACC_16878	9	#003314	Lactob_del_bul_DSM20081(T)
Secundilactobacillus_collinoides	Secundilactobacillus	collinoides	NA	JCM_1123	AB289061	Secundilactobacillus collinoides	Free Living	HE	refseq	Secund_col_JCM_1123	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_folii	Secundilactobacillus	folii	NA	CRM56-3	LC511609	Secundilactobacillus folii	NA	HE	LPSN	Secund_fol_CRM56-3	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_hailunensis	Secundilactobacillus	hailunensis	NA	887-11	LC473139	Secundilactobacillus hailunensis	NA	HE	LPSN	Secund_hai_887-11	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_kimchicus	Secundilactobacillus	kimchicus	NA	DCY_51	EU678893	Secundilactobacillus kimchicus	Free Living	HE	LPSN	Secund_kim_DCY_51	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_malefermentans	Secundilactobacillus	malefermentans	NA	JCM_12497	AB289194	Secundilactobacillus malefermentans	Free Living	HE	refseq	Secund_mal_JCM_12497	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_mixtipabuli	Secundilactobacillus	mixtipabuli	NA	IWT30	AB894864	Secundilactobacillus mixtipabuli	Free Living	HE	LPSN	Secund_mix_IWT30	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_odoratitofui	Secundilactobacillus	odoratitofui	NA	YIT_11304	AB365975	Secundilactobacillus odoratitofui	Free Living	HE	LPSN	Secund_odo_YIT_11304	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_oryzae	Secundilactobacillus	oryzae	NA	SG293	AB731660	Secundilactobacillus oryzae	Free Living	HE	LPSN	Secund_ory_SG293	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_paracollinoides	Secundilactobacillus	paracollinoides	NA	JCM_11969	AB289231	Secundilactobacillus paracollinoides	Free Living	HE	refseq	Secund_par_JCM_11969	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_pentosiphilus	Secundilactobacillus	pentosiphilus	NA	IWT25	LC085284	Secundilactobacillus pentosiphilus	Free Living	HE	LPSN	Secund_pen_IWT25	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_silagei	Secundilactobacillus	silagei	NA	strain_IWT126	AB786910	Secundilactobacillus silagei	Free Living	HE	LPSN	Secund_sil_strain_IWT126	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_silagincola	Secundilactobacillus	silagincola	NA	IWT5	LC085283	Secundilactobacillus silagincola	Free Living	HE	LPSN	Secund_sil_IWT5	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_similis	Secundilactobacillus	similis	NA	JCM_2765	AB289056	Secundilactobacillus similis	Free Living	HE	refseq	Secund_sim_JCM_2765	4	#E6550D	Levila_bre_DSMZ_20054
Secundilactobacillus_yichangensis	Secundilactobacillus	yichangensis	NA	F79-211-2	LC597581	Secundilactobacillus yichangensis	NA	HE	LPSN	Secund_yic_F79-211-2	4	#E6550D	Levila_bre_DSMZ_20054
Weissella_bombi	Weissella	bombi	NA	LMG_28290	LK054487	Weissella bombi	NA	HE	LPSN	Weisse_bom_LMG_28290	12	#376e9e	Periwe_gha_LMG_24286
Weissella_ceti	Weissella	ceti	NA	strain_1119-1A-09	FN813251	Weissella ceti	NA	HE	LPSN	Weisse_cetistrain_1119-1A-09	12	#376e9e	Periwe_gha_LMG_24286
Weissella_cibaria	Weissella	cibaria	NA	LMG_17699	AJ295989	Weissella cibaria	NA	HE	LPSN	Weisse_cib_LMG_17699	12	#376e9e	Periwe_gha_LMG_24286
Weissella_coleopterorum	Weissella	coleopterorum	NA	HDW19	MN099422	Weissella coleopterorum	NA	HE	LPSN	Weisse_col_HDW19	12	#376e9e	Periwe_gha_LMG_24286
Weissella_confusa	Weissella	confusa	NA	JCM_1093	AB023241	Weissella confusa	Unknown	HE	LPSN	Weisse_con_JCM_1093	12	#376e9e	Periwe_gha_LMG_24286
Weissella_diestrammenae	Weissella	diestrammenae	NA	ORY33	JQ646523	Weissella diestrammenae	NA	HE	LPSN	Weisse_die_ORY33	12	#376e9e	Periwe_gha_LMG_24286
Weissella_halotolerans	Weissella	halotolerans	NA	NRIC_1627	AB022926	Weissella halotolerans	Unknown	HE	LPSN	Weisse_hal_NRIC_1627	12	#376e9e	Periwe_gha_LMG_24286
Weissella_hellenica	Weissella	hellenica	NA	NCFB_2973	X95981	Weissella hellenica	NA	HE	LPSN	Weisse_hel_NCFB_2973	12	#376e9e	Periwe_gha_LMG_24286
Weissella_kandleri	Weissella	kandleri	NA	NRIC_1628	AB022922	Weissella kandleri	Unknown	HE	LPSN	Weisse_kan_NRIC_1628	12	#376e9e	Periwe_gha_LMG_24286
Weissella_koreensis	Weissella	koreensis	NA	JCM_11263	LC145573	Weissella koreensis	NA	HE	LPSN	Weisse_kor_JCM_11263	12	#376e9e	Periwe_gha_LMG_24286
Weissella_minor	Weissella	minor	NA	NRIC_1625	AB022920	Weissella minor	Unknown	HE	LPSN	Weisse_min_NRIC_1625	12	#376e9e	Periwe_gha_LMG_24286
